(1,2,0.031949000000000005)
(1,2,0.032371999999999956)
(2,2,0.042418999999999984)
(3,2,0.05679299999999998)
(4,2,0.07177)
(5,2,0.08763399999999999)
(6,2,0.10328700000000002)
(7,2,0.11806499999999998)
(8,2,0.131253)
(9,2,0.14830100000000002)
(10,2,0.16237800000000002)
(11,2,0.182274)
(12,2,0.19932)
(13,2,0.20925900000000003)
(14,2,0.228551)
(15,2,0.24287299999999995)
(16,2,0.261895)
(17,2,0.27579499999999996)
(18,2,0.29283800000000004)
(19,2,0.299553)
(20,2,0.32775600000000005)
(21,2,0.335942)
(22,2,0.353597)
(23,2,0.37725899999999996)
(24,2,0.38193)
(25,2,0.403409)
(26,2,0.408907)
(27,2,0.44364999999999993)
(28,2,0.444983)
(29,2,0.461358)
(30,2,0.471223)
(31,2,0.498863)
(32,2,0.5302009999999999)
(33,2,0.525434)
(34,2,0.547585)
(35,2,0.57752)
(36,2,0.573056)
(37,2,0.593123)
(38,2,0.596622)
(39,2,0.622981)
(40,2,0.6291880000000001)
(41,2,0.645686)
(42,2,0.67225)
(43,2,0.704834)
(44,2,0.730691)
(45,2,0.728046)
(46,2,0.730488)
(47,2,0.762926)
(48,2,0.786749)
(49,2,0.7813759999999998)
(50,2,0.7983390000000001)
(51,2,0.8055220000000001)
(52,2,0.840663)
(53,2,0.872603)
(54,2,0.9370580000000001)
(55,2,0.8752739999999999)
(56,2,0.886636)
(57,2,0.902436)
(58,2,0.938633)
(59,2,0.955703)
(60,2,0.9736879999999999)
(61,2,0.99184)
(62,2,0.9889009999999999)
(63,2,1.0237589999999999)
(64,2,1.0313839999999999)
(65,2,1.051083)
(66,2,1.066513)
(67,2,1.0682989999999999)
(68,2,1.117143)
(69,2,1.138098)
(70,2,1.129817)
(71,2,1.136953)
(72,2,1.210315)
(73,2,1.1773330000000002)
(74,2,1.223935)
(75,2,1.219277)
(76,2,1.2331050000000001)
(77,2,1.255507)
(78,2,1.254042)
(79,2,1.3109909999999998)
(80,2,1.31335)
(81,2,1.316358)
(82,2,1.3471279999999999)
(83,2,1.3412979999999999)
(84,2,1.380463)
(85,2,1.395926)
(86,2,1.372005)
(87,2,1.398109)
(88,2,1.428951)
(89,2,1.4755530000000001)
(90,2,1.482522)
(91,2,1.493392)
(92,2,1.520458)
(93,2,1.522135)
(94,2,1.572234)
(95,2,1.560136)
(96,2,1.5959089999999998)
(97,2,1.610426)
(98,2,1.6158409999999999)
(99,2,1.6338059999999999)
(100,2,1.683944)
(101,2,1.6592669999999998)
(102,2,1.7397109999999998)
(103,2,1.710729)
(104,2,1.6918609999999998)
(105,2,1.725589)
(106,2,1.801777)
(107,2,1.825493)
(108,2,1.7968009999999999)
(109,2,1.81667)
(110,2,1.817206)
(111,2,1.8342449999999997)
(112,2,1.895908)
(113,2,1.8939930000000003)
(114,2,1.8974820000000001)
(115,2,1.9207159999999996)
(116,2,1.9918359999999997)
(117,2,1.9627220000000003)
(118,2,1.994485)
(119,2,1.996348)
(120,2,1.986861)
(121,2,2.0372899999999996)
(122,2,2.1027329999999997)
(123,2,2.0327970000000004)
(124,2,2.0808980000000004)
(125,2,2.088829)
(126,2,2.1350309999999997)
(127,2,2.155789)
(128,2,2.1901669999999998)
(129,2,2.1649380000000003)
(130,2,2.250346)
(131,2,2.172716)
(132,2,2.302965)
(133,2,2.274295)
(134,2,2.279514)
(135,2,2.27182)
(136,2,2.289752)
(137,2,2.3388079999999998)
(138,2,2.3494379999999997)
(139,2,2.391004)
(140,2,2.362909)
(141,2,2.440654)
(142,2,2.398936)
(143,2,2.474907)
(144,2,2.459066)
(145,2,2.4941839999999997)
(146,2,2.50317)
(147,2,2.58521)
(148,2,2.5427500000000003)
(149,2,2.5652749999999997)
(150,2,2.5540450000000003)
(151,2,2.6013390000000003)
(152,2,2.604031)
(153,2,2.609268)
(154,2,2.6218030000000003)
(155,2,2.637218)
(156,2,2.64781)
(157,2,2.700469)
(158,2,2.719156)
(159,2,2.6847909999999997)
(160,2,2.817515)
(161,2,2.7758879999999997)
(162,2,2.827362)
(163,2,2.796788)
(164,2,2.888413)
(165,2,2.877837)
(166,2,2.853792)
(167,2,2.905274)
(168,2,2.854655)
(169,2,2.9159420000000003)
(170,2,2.901703)
(171,2,2.9526760000000003)
(172,2,3.199299)
(173,2,3.1220480000000004)
(174,2,3.242108)
(175,2,3.046696)
(176,2,3.075728)
(177,2,3.151093)
(178,2,3.1079019999999997)
(179,2,3.116132)
(180,2,3.14569)
(181,2,3.194776)
(182,2,3.200132)
(183,2,3.170222)
(184,2,3.195119)
(185,2,3.232755)
(186,2,3.255746)
(187,2,3.2914060000000003)
(188,2,3.30929)
(189,2,3.3661049999999997)
(190,2,3.3787200000000004)
(191,2,3.3198459999999996)
(192,2,3.367403)
(193,2,3.3590540000000004)
(194,2,3.394081)
(195,2,3.490749)
(196,2,3.465154)
(197,2,3.583093)
(198,2,3.4961)
(199,2,3.533479)
(200,2,3.4698119999999997)
