2 0.535528
3 0.918321
4 1.332534
5 2.454444
6 2.788893
7 3.565736
8 5.064996
9 5.948090
10 7.293088
11 9.121148
12 11.236298
13 13.605077
14 16.736082
15 19.599603
16 22.612613
17 26.656344
18 31.615893
19 35.767130
20 42.091611
21 48.583472
22 54.511507
23 63.297788
24 72.462634
25 79.195952
26 84.735854
27 98.649087
28 109.389575
29 122.403147
30 143.595119
31 151.836028
32 170.272280
33 205.402018
34 219.737764
35 245.595331
36 280.783363
37 308.503320
38 354.451537
39 374.283519
40 426.517950
41 455.768572
42 478.262844
43 529.621029
44 566.634838
45 623.914662
46 699.952804
47 740.116565
48 862.349382
49 892.275654
50 948.671194
51 1009.506063
52 1066.429238
