(2,2,0.110738)
(3,2,0.2630259999999999)
(4,2,0.4948059999999999)
(5,2,0.809769)
(6,2,1.2056149999999999)
(7,2,1.7176690000000001)
(8,2,2.375628)
(9,2,3.035574)
(10,2,4.0192049999999995)
(11,2,5.004433)
(12,2,6.125817)
(13,2,7.277703000000001)
(14,2,8.452850999999999)
(15,2,10.102939000000001)
(16,2,11.80209)
(17,2,13.700943)
(18,2,15.858567999999998)
(19,2,18.40029)
(20,2,20.391574000000002)
(21,2,23.254971)
(22,2,26.243458)
(23,2,30.23172)
(24,2,33.167581000000006)
(25,2,36.974928)
(26,2,41.10051)
(27,2,44.991502000000004)
(28,2,49.778394)
(29,2,55.462381)
(30,2,60.338969999999996)
(31,2,65.546414)
(32,2,74.912342)
(33,2,77.751711)
(34,2,87.07389099999999)
(35,2,94.218282)
(36,2,106.118476)
(37,2,111.614671)
(38,2,116.18991799999999)
(39,2,127.293035)
(40,2,135.40453300000001)
(41,2,149.96348500000002)
(42,2,160.502683)
(43,2,175.632833)
(44,2,181.64737399999999)
(45,2,202.05257500000002)
(46,2,215.54349599999998)
(47,2,228.277822)
(48,2,239.942204)
(49,2,264.630803)
(50,2,280.547229)
