2 0.422881
3 0.698806
4 1.016730
5 1.508376
6 2.000049
7 2.668377
8 3.530178
9 4.444238
10 5.594345
11 7.040271
12 8.721709
13 10.557569
14 12.320753
15 14.579430
16 16.912393
17 19.912096
18 23.151017
19 26.917764
20 30.555540
21 34.528915
22 39.861296
23 43.686341
24 49.629209
25 55.279681
26 61.320736
27 67.296364
28 75.454869
29 83.349511
30 90.998247
31 102.618457
32 107.365052
33 121.219286
34 128.935953
35 140.098114
36 150.250789
37 164.768562
38 178.041793
39 196.139601
40 206.339018
41 219.969168
42 239.790255
43 261.561569
44 274.363207
45 298.193484
46 311.725054
47 337.289809
48 352.799972
49 376.208077
50 399.788800
