2 30.484375
3 31.753906
4 34.082031
5 36.308594
6 38.011719
7 40.453125
8 43.902344
9 46.292969
10 48.105469
11 50.855469
12 53.417969
13 59.988281
14 61.843750
15 65.789062
16 70.093750
17 75.070312
18 77.968750
19 87.488281
20 94.015625
21 98.765625
22 103.378906
23 108.386719
24 117.503906
25 120.000000
26 125.730469
27 132.234375
28 151.410156
29 159.039062
30 165.347656
31 172.976562
32 181.984375
33 187.093750
34 198.621094
35 214.531250
36 222.589844
37 230.621094
38 238.515625
39 246.179688
40 255.140625
41 272.875000
42 290.199219
43 297.531250
44 312.546875
45 335.839844
46 343.492188
47 354.707031
48 370.406250
49 392.820312
50 396.250000
51 421.503906
52 428.769531
