2 34.578125
3 34.460938
4 36.824219
5 38.402344
6 41.230469
7 43.953125
8 45.511719
9 49.867188
10 52.378906
11 59.105469
12 60.996094
13 65.199219
14 68.316406
15 72.406250
16 79.449219
17 85.824219
18 90.769531
19 95.984375
20 102.437500
21 107.707031
22 115.195312
23 122.562500
24 128.496094
25 131.949219
26 151.875000
27 156.621094
28 165.906250
29 170.121094
30 180.785156
31 184.773438
32 194.718750
33 216.484375
34 221.074219
35 225.058594
36 238.589844
37 246.296875
38 254.558594
39 282.468750
40 291.015625
41 302.984375
42 318.277344
43 338.496094
44 345.199219
45 360.218750
46 366.687500
47 382.582031
48 408.714844
49 413.820312
50 431.730469
51 451.050781
52 461.742188
53 470.632812
