1   0   0   9.512   22.66   0
2   0.001   0   9.512   22.66   0.001
3   0.001   0.001   9.512   22.79   0.002
4   0   0.001   9.613   22.89   0.001
5   0.001   0.003   9.633   23.04   0.004
6   0   0.008   9.641   23.25   0.008
7   0   0.02   9.641   23.36   0.02
8   0.001   0.049   9.766   23.42   0.05
9   0.001   0.116   9.789   23.56   0.117
10   0.002   0.262   9.781   23.84   0.264
11   0   0.585   9.777   23.93   0.585
12   0.001   1.314   9.77   24.34   1.315
13   0.002   2.98   9.793   24.41   2.982
14   0.002   6.751   9.918   24.45   6.753
15   0.001   14.89   9.953   24.52   14.89
16   0.002   33.34   9.93   24.68   33.35
17   0.003   72.42   9.938   24.79   72.42
18   0.004   151.7   10.07   25.4   151.7
19   0.003   335.3   10.07   25.63   335.3
20   0.003   729.1   10.21   25.68   729.1
21   0.005   1560   10.32   25.83   1560
