1   0   0   9.512   22.66   0
2   0   0   9.512   22.66   0
3   0.002   0   9.512   22.66   0.002
4   0   0   9.613   22.77   0
5   0.001   0   9.629   22.91   0.001
6   0.002   0.002   9.641   23.02   0.004
7   0.003   0.007   9.641   23.26   0.01
8   0.002   0.016   9.762   23.39   0.018
9   0.001   0.038   9.781   23.43   0.039
10   0.001   0.087   9.773   23.55   0.088
11   0.001   0.192   9.77   23.71   0.193
12   0.002   0.425   9.793   23.97   0.427
13   0.002   0.974   9.789   23.96   0.976
14   0.003   2.124   9.91   24.09   2.127
15   0.001   4.678   9.945   24.07   4.679
16   0.003   10.44   9.953   24.2   10.45
17   0.001   22.58   9.93   24.3   22.59
18   0.002   49.76   10.06   24.57   49.76
19   0.003   106.3   10.06   24.7   106.3
20   0.003   229.5   10.2   24.81   229.5
21   0.003   496.6   10.35   24.96   496.7
22   0.004   1064   10.22   25.25   1064
