2   0   0.001   9.621   22.93   0.001
3   0   0.005   9.641   23.36   0.005
4   0.002   0.014   9.777   23.99   0.016
5   0.002   0.054   9.773   25.22   0.056
6   0.002   0.194   9.938   29.71   0.196
7   0.003   0.892   10.22   49.78   0.895
8   0.005   4.942   10.82   71.4   4.947
9   0.009   21.03   11.81   86.78   21.04
10   0.029   184.1   11.34   374.1   184.2
