1   0   0   9.512   22.66   0
2   0   0   9.512   22.66   0
3   0.001   0.001   9.512   22.66   0.002
4   0   0   9.613   22.77   0
5   0.001   0   9.668   22.82   0.001
6   0.002   0.001   9.641   22.9   0.003
7   0.001   0.002   9.641   23.07   0.003
8   0.001   0.005   9.797   23.2   0.006
9   0   0.011   9.789   23.52   0.011
10   0.003   0.023   9.781   23.55   0.026
11   0.002   0.053   9.777   23.62   0.055
12   0.002   0.113   9.77   23.71   0.115
13   0.001   0.235   9.949   23.88   0.236
14   0.001   0.502   9.949   23.97   0.503
15   0.005   1.05   10.07   24.21   1.055
16   0.004   2.218   10.09   24.34   2.222
17   0.003   4.596   10.09   24.54   4.599
18   0.007   9.639   10.23   24.62   9.646
19   0.004   20.4   10.37   24.75   20.41
20   0.005   41.89   10.5   25.14   41.9
21   0.005   87.62   10.58   25.25   87.63
22   0.005   181.5   10.49   25.31   181.6
23   0.006   381.5   10.59   25.35   381.5
24   0.007   823.3   10.72   25.81   823.3
25   0.007   1713   10.89   25.87   1713
