2   0.001   0.001   9.668   22.95   0.002
3   0.001   0.007   9.754   23.41   0.008
4   0.001   0.029   9.875   24   0.03
5   0   0.087   10.09   24.9   0.087
6   0.002   0.652   10.34   30.17   0.654
7   0.004   1.839   10.78   46.45   1.843
8   0.006   9.659   11.63   71.54   9.665
9   0.015   48.93   12.18   95.08   48.94
10   0.025   174.9   14.08   160.4   174.9
11   0.044   735.6   15.76   468.8   735.7
