2   0.002   0.008   9.668   23.41   0.01
3   0   0.036   9.641   23.67   0.036
4   0.001   0.195   9.785   24.68   0.196
5   0.001   0.639   9.777   26.75   0.64
6   0.002   3.364   9.902   44.25   3.366
7   0.001   10.18   10.05   60.23   10.18
8   0.002   39.76   10.08   68.51   39.76
9   0.003   215.5   10.35   85.31   215.5
10   0.001   594.8   10.5   119.3   594.8
11   0.005   2025   10.82   271.3   2025
