2   0.001   0   9.621   22.77   0.001
3   0.001   0.001   9.641   23.21   0.002
4   0.001   0.01   9.781   23.9   0.011
5   0.001   0.039   9.781   25.22   0.04
6   0.001   0.17   9.945   29.72   0.171
7   0.003   0.895   10.23   49.65   0.898
8   0.004   5.062   10.8   63.16   5.066
9   0.008   22.42   11.82   86.72   22.43
10   0.018   87.52   13.73   190.5   87.54
11   0.046   380.3   17.75   476   380.4
12   0.104   1829   25.77   1548   1829
